Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CASIMIRO DE ABREU,ALVORADA,,98,,,20,,,"15,59 %","15,59",,"3,04",,,"32,33",,,"1,23 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - B.MANSA,FLORESTA,,119,,,23,,,"20,75 %","20,75",,"3,11",,,"38,16",,,"0,42 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - RESENDE,FLORESTA,,125,,,24,,,"16,42 %","16,42",,"2,23",,,"55,92",,,"0,62 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - V.REDONDA,FLORESTA,,114,,,23,,,"15,23 %","15,23",,"2,54",,,"44,98",,,"0,73 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - VALENCA,FLORESTA,,45,,,8,,,"24,87 %","24,87",,"1,27",,,"35,48",,,"0,19 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO MARICA,GMAP,,807,,,180,,,"21,56 %","21,56",,"10,36",,,"77,90",,,"1,62 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COELHO DA ROCHA,TORRE,,120,,,27,,,"11,75 %","11,75",,"1,70",,,"70,50",,,"1,57 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COLUBANDE,ALVORADA,,255,,,55,,,"19,55 %","19,55",,"3,33",,,"76,45",,,"1,43 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COPACABANA,ALVORADA,,406,,,89,,,"13,99 %","13,99",,"10,35",,,"39,25",,,"0,84 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COSMOS,RAMIGOS,,504,,,99,,,"24,43 %","24,43",,"4,47",,,"112,60",,,"2,93 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COVELO - PACIENCIA,NDP,,419,,,81,,,"24,35 %","24,35",,"7,89",,,"53,16",,,"3,32 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,DUQUE DE CAXIAS,GMAP,,558,,,122,,,"20,93 %","20,93",,"11,12",,,"50,19",,,"2,50 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,DUQUE DE CAXIAS,TORRE,,417,,,84,,,"16,89 %","16,89",,"4,87",,,"85,56",,,"1,50 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ENGENHO DO MATO,PADRAO,,213,,,43,,,"24,73 %","24,73",,"5,63",,,"37,87",,,"1,32 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FENIX - MERCADO MULTI PENHA,FENIX,,230,,,44,,,"24,69 %","24,69",,"7,42",,,"31,00",,,"0,47 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FENIX - NOVA BRASILIA,FENIX,,122,,,24,,,"26,43 %","26,43",,"6,34",,,"19,18",,,"0,47 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FENIX - VL DA PENHA QUITUNGO,FENIX,,659,,,138,,,"21,82 %","21,82",,"15,68",,,"42,02",,,"0,75 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FONSECA,PADRAO,,362,,,76,,,"23,14 %","23,14",,"9,57",,,"37,80",,,"1,22 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FREGUESIA,TORRE,,329,,,56,,,"22,34 %","22,34",,"4,79",,,"68,71",,,"1,47 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,GA - FRAGOSO,RAMIGOS,,275,,,56,,,"25,46 %","25,46",,"6,27",,,"43,86",,,"2,70 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,GA - PIABETA (INHOMIRIM),RAMIGOS,,476,,,96,,,"25,34 %","25,34",,"7,80",,,"60,99",,,"1,60 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,IGUABA GRANDE,ALVORADA,,289,,,64,,,"13,13 %","13,13",,"4,35",,,"66,53",,,"0,98 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,INOA,ALVORADA,,368,,,81,,,"15,27 %","15,27",,"6,30",,,"58,35",,,"1,08 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ITABORAI - CENTRO ,ALVORADA,,226,,,47,,,"17,11 %","17,11",,"2,57",,,"88,17",,,"1,77 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ITABORAI 1,ALVORADA,,296,,,58,,,"15,34 %","15,34",,"4,55",,,"64,95",,,"1,72 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ITAIPU,PADRAO,,177,,,36,,,"22,69 %","22,69",,"1,95",,,"90,55",,,"0,90 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,JARDIM CATARINA,ALVORADA,,147,,,26,,,"16,92 %","16,92",,"3,62",,,"40,56",,,"1,93 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,JARDIM REDENTOR,RAMIGOS,,399,,,80,,,"22,91 %","22,91",,"4,78",,,"83,52",,,"2,05 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,LARGO DA BATALHA,PADRAO,,425,,,87,,,"23,65 %","23,65",,"5,41",,,"78,54",,,"0,91 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,LOTE XV,PADRAO,,526,,,108,,,"23,82 %","23,82",,"9,75",,,"53,92",,,"1,88 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MACAE,ALVORADA,,160,,,28,,,"19,64 %","19,64",,"1,69",,,"94,57",,,"0,90 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MAGE 1,ALVORADA,,92,,,20,,,"14,99 %","14,99",,"2,54",,,"36,11",,,"1,43 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MAGE 2,ALVORADA,,196,,,42,,,"16,43 %","16,43",,"3,31",,,"59,15",,,"1,89 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MANILHA,GMAP,,356,,,77,,,"20,94 %","20,94",,"7,16",,,"49,77",,,"1,76 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MARACANA,ALVORADA,,386,,,81,,,"14,82 %","14,82",,"7,32",,,"52,72",,,"1,48 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MARACANA,TORRE,,318,,,55,,,"19,05 %","19,05",,"4,23",,,"75,25",,,"0,81 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MARE,TORRE,,76,,,17,,,"12,40 %","12,40",,"1,99",,,"38,30",,,"2,07 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MARIA DA GRACA,TORRE,,387,,,83,,,"13,27 %","13,27",,"4,50",,,"85,97",,,"0,35 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MARICÁ,ALVORADA,,162,,,29,,,"18,30 %","18,30",,"1,65",,,"97,85",,,"1,00 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MARICA - CORDEIRINHO,ALVORADA,,403,,,78,,,"13,45 %","13,45",,"3,53",,,"114,18",,,"1,64 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MERCK,TORRE,,335,,,71,,,"20,96 %","20,96",,"5,97",,,"56,08",,,"1,01 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MESQUITA,PADRAO,,599,,,123,,,"23,68 %","23,68",,"8,40",,,"71,32",,,"2,45 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,NDP - NILOPOLIS ,NDP,,269,,,50,,,"25,72 %","25,72",,"4,98",,,"53,96",,,"1,18 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,NDP - PARQUE ANCHIETA,NDP,,88,,,14,,,"31,90 %","31,90",,"2,20",,,"39,88",,,"0,95 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,NOVA CIDADE,ALVORADA,,203,,,42,,,"15,78 %","15,78",,"5,25",,,"38,72",,,"1,47 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,NOVA FRIBURGO,GMAP,,1613,,,363,,,"18,43 %","18,43",,"22,86",,,"70,54",,,"4,67 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,NOVA IGUACU,PADRAO,,445,,,93,,,"23,89 %","23,89",,"6,10",,,"72,97",,,"2,76 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,NOVA IGUACU,TORRE,,159,,,31,,,"23,18 %","23,18",,"4,68",,,"33,92",,,"0,67 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PACHECO,GMAP,,730,,,159,,,"21,39 %","21,39",,"12,80",,,"56,98",,,"2,52 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PARK SHOPPING,TORRE,,222,,,45,,,"17,53 %","17,53",,"2,09",,,"106,66",,,"1,43 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PAVUNA,GMAP,,1110,,,243,,,"21,35 %","21,35",,"30,70",,,"36,15",,,"2,94 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PETROPOLIS,GMAP,,968,,,216,,,"19,88 %","19,88",,"20,26",,,"47,76",,,"2,35 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PILARES,TORRE,,587,,,133,,,"13,51 %","13,51",,"11,19",,,"52,47",,,"1,40 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PIRATININGA,PADRAO,,447,,,91,,,"23,62 %","23,62",,"7,39",,,"60,43",,,"1,30 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PORTO NOVO,PADRAO,,156,,,31,,,"23,80 %","23,80",,"4,00",,,"39,10",,,"0,89 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PORTO VELHO,PADRAO,,365,,,75,,,"24,81 %","24,81",,"5,84",,,"62,45",,,"1,27 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PRACA DAS NACOES,TORRE,,315,,,68,,,"15,32 %","15,32",,"8,03",,,"39,25",,,"1,12 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,PRACA SECA,TORRE,,575,,,123,,,"18,19 %","18,19",,"10,92",,,"52,61",,,"1,95 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,QUITANDINHA PETROPOLIS,GMAP,,404,,,90,,,"20,26 %","20,26",,"5,92",,,"68,23",,,"1,53 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,RETIRO - V.REDONDA,FLORESTA,,120,,,24,,,"13,35 %","13,35",,"1,43",,,"84,43",,,"0,55 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,RIGAAS - BENFICA,RAMIGOS,,256,,,50,,,"22,36 %","22,36",,"5,31",,,"48,26",,,"2,62 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,RIO BONITO 2,ALVORADA,,214,,,44,,,"17,11 %","17,11",,"3,49",,,"61,32",,,"1,56 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,RIO DAS PEDRA,TORRE,,101,,,22,,,"15,02 %","15,02",,"2,89",,,"35,11",,,"0,39 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,RIO DO OURO,ALVORADA,,180,,,40,,,"18,53 %","18,53",,"4,47",,,"40,25",,,"1,33 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ROLAMAO - PINHEIRAL,FLORESTA,,45,,,8,,,"21,21 %","21,21",,"1,30",,,"34,37",,,"0,33 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,S CECILIA - V.REDONDA,FLORESTA,,106,,,20,,,"15,92 %","15,92",,"1,47",,,"72,00",,,"0,47 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SANTO CRISTO,GMAP,,529,,,118,,,"19,05 %","19,05",,"10,27",,,"51,50",,,"2,01 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SAO CONRADO 1,TORRE,,219,,,45,,,"19,23 %","19,23",,"5,02",,,"43,59",,,"0,83 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SAO CONRADO 2,TORRE,,102,,,16,,,"22,82 %","22,82",,"1,21",,,"84,35",,,"0,38 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SAO JOAO DE MERITI,GMAP,,361,,,77,,,"21,78 %","21,78",,"5,18",,,"69,80",,,"2,28 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SAO LUCAS - V.REDONDA,FLORESTA,,54,,,10,,,"16,70 %","16,70",,"0,76",,,"70,80",,,"0,39 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SAO PEDRO DA ALDEIA,ALVORADA,,304,,,67,,,"14,74 %","14,74",,"3,73",,,"81,36",,,"1,99 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SARACURUNA,GMAP,,276,,,60,,,"20,55 %","20,55",,"5,26",,,"52,42",,,"2,18 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SAVIO GAMA - V.REDOND,FLORESTA,,67,,,15,,,"15,20 %","15,20",,"1,39",,,"48,37",,,"0,21 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SENADOR CAMARA,GMAP,,286,,,62,,,"20,65 %","20,65",,"8,03",,,"35,64",,,"2,02 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,SEPETIBAO,RAMIGOS,,175,,,35,,,"20,18 %","20,18",,"6,40",,,"27,31",,,"1,57 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,STA CRUZ DA SERRA,PADRAO,,236,,,48,,,"24,30 %","24,30",,"5,06",,,"46,72",,,"2,09 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,TANGUA,ALVORADA,,38,,,8,,,"26,20 %","26,20",,"1,12",,,"33,70",,,"0,56 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,TANUS BEDRAN,GMAP,,609,,,133,,,"20,95 %","20,95",,"20,65",,,"29,47",,,"3,36 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,TAQUARA,TORRE,,361,,,73,,,"18,69 %","18,69",,"6,29",,,"57,38",,,"1,21 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,TIJUCA,TORRE,,676,,,138,,,"16,92 %","16,92",,"15,29",,,"44,20",,,"1,41 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,TRINDADE,ALVORADA,,152,,,33,,,"12,25 %","12,25",,"1,81",,,"84,21",,,"1,55 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,V.DOS TELES S.J.MERITI,GMAP,,376,,,83,,,"21,39 %","21,39",,"10,26",,,"36,63",,,"1,91 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,VALVERDE,PADRAO,,323,,,65,,,"24,60 %","24,60",,"6,27",,,"51,55",,,"1,60 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,VILA DO JOAO,TORRE,,118,,,24,,,"23,52 %","23,52",,"2,64",,,"44,82",,,"1,49 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,AGUA MINERAL,ALVORADA,,13,,,2,,,"28,95 %","28,95",,"0,11",,,"120,42",,,"0,06 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ALCANTARA,GMAP,,42,,,6,,,"-22,09 %","-22,09",,"0,61",,,"69,32",,,"0,13 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,,115,,,17,,,"26,29 %","26,29",,"0,19",,,"616,27",,,"0,82 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ANCHIETA,RAMIGOS,,16,,,1,,,"26,00 %","26,00",,"0,11",,,"143,91",,,"0,05 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ARARUAMA 1,ALVORADA,,139,,,20,,,"27,27 %","27,27",,"0,80",,,"174,11",,,"0,66 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ARARUAMA 2,ALVORADA,,144,,,17,,,"21,80 %","21,80",,"1,08",,,"133,04",,,"0,74 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ATERRADO - V.REDONDA,FLORESTA,,22,,,2,,,"50,25 %","50,25",,"0,40",,,"54,25",,,"0,05 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BACAXA - SAQUAREMA,ALVORADA,,65,,,5,,,"28,91 %","28,91",,"1,26",,,"51,41",,,"0,31 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BANGU,RAMIGOS,,13,,,2,,,"32,12 %","32,12",,"0,29",,,"45,31",,,"0,07 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA DA TIJUCA,TORRE,,1091,,,108,,,"25,99 %","25,99",,"6,38",,,"171,18",,,"3,18 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,256,,,36,,,"16,40 %","16,40",,"1,54",,,"166,67",,,"0,56 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,490,,,63,,,"20,30 %","20,30",,"3,65",,,"134,01",,,"1,36 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,25,,,4,,,"8,45 %","8,45",,"0,27",,,"92,85",,,"0,13 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,25,,,4,,,"13,02 %","13,02",,"0,56",,,"44,31",,,"0,11 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA OESTE - RECREIO I,BARRA OESTE,,103,,,13,,,"22,92 %","22,92",,"0,24",,,"438,01",,,"0,31 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA OESTE - RIACHUELO,BARRA OESTE,,62,,,10,,,"13,58 %","13,58",,"0,76",,,"81,03",,,"0,24 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BARRA OESTE - TANQUE,BARRA OESTE,,81,,,13,,,"11,51 %","11,51",,"1,06",,,"76,53",,,"0,05 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BELFORD ROXO,TORRE,,40,,,2,,,"15,85 %","15,85",,"0,33",,,"119,94",,,"0,26 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BIG MARKET 1 - DEODORO,NDP,,22,,,3,,,"23,28 %","23,28",,"0,10",,,"216,67",,,"0,12 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BOTAFOGO,ALVORADA,,320,,,37,,,"26,87 %","26,87",,"7,40",,,"43,21",,,"1,27 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,BUZIOS,ALVORADA,,48,,,5,,,"27,23 %","27,23",,"0,24",,,"198,74",,,"0,30 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,,299,,,38,,,"24,42 %","24,42",,"2,44",,,"122,69",,,"2,25 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,,146,,,22,,,"19,90 %","19,90",,"1,46",,,"99,94",,,"0,57 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CABO FRIO 3 - JD ESPERANCA,ALVORADA,,6,,,1,,,"29,99 %","29,99",,"0,11",,,"57,51",,,"0,08 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CAMPO GRANDE,TORRE,,397,,,46,,,"21,11 %","21,11",,"4,39",,,"90,59",,,"1,28 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CASIMIRO DE ABREU,ALVORADA,,41,,,5,,,"28,30 %","28,30",,"0,38",,,"110,06",,,"0,52 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CENTRO - B.MANSA,FLORESTA,,18,,,3,,,"22,20 %","22,20",,"0,20",,,"91,85",,,"0,06 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CENTRO - RESENDE,FLORESTA,,11,,,1,,,"68,22 %","68,22",,"1,00",,,"10,98",,,"0,05 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,CENTRO MARICA,GMAP,,231,,,22,,,"31,30 %","31,30",,"0,48",,,"479,25",,,"0,46 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,COPACABANA,ALVORADA,,219,,,29,,,"22,89 %","22,89",,"2,40",,,"91,14",,,"0,45 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,COSMOS,RAMIGOS,,32,,,2,,,"26,00 %","26,00",,"0,14",,,"223,86",,,"0,19 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,DUQUE DE CAXIAS,GMAP,,20,,,2,,,"-18,45 %","-18,45",,"0,31",,,"63,94",,,"0,09 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,DUQUE DE CAXIAS,TORRE,,151,,,21,,,"26,08 %","26,08",,"1,39",,,"108,62",,,"0,54 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ENGENHO DO MATO,PADRAO,,50,,,7,,,"29,71 %","29,71",,"0,29",,,"173,47",,,"0,31 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,FONSECA,PADRAO,,6,,,1,,,"30,04 %","30,04",,"0,03",,,"165,01",,,"0,02 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,FREGUESIA,TORRE,,170,,,20,,,"21,61 %","21,61",,"2,85",,,"59,50",,,"0,76 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,IGUABA GRANDE,ALVORADA,,249,,,26,,,"23,88 %","23,88",,"3,10",,,"80,37",,,"0,85 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,INOA,ALVORADA,,63,,,10,,,"5,00 %","5,00",,"0,91",,,"69,90",,,"0,19 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ITABORAI - CENTRO ,ALVORADA,,82,,,10,,,"25,28 %","25,28",,"1,16",,,"70,76",,,"0,64 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ITABORAI 1,ALVORADA,,57,,,10,,,"22,58 %","22,58",,"0,52",,,"111,14",,,"0,33 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,ITAIPU,PADRAO,,16,,,2,,,"25,74 %","25,74",,"0,06",,,"274,40",,,"0,08 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,JARDIM CATARINA,ALVORADA,,27,,,3,,,"27,61 %","27,61",,"0,10",,,"273,70",,,"0,36 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,LARGO DA BATALHA,PADRAO,,71,,,8,,,"30,00 %","30,00",,"0,32",,,"221,96",,,"0,15 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,LOTE XV,PADRAO,,96,,,24,,,"-33,31 %","-33,31",,"1,44",,,"66,30",,,"0,34 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,MACAE,ALVORADA,,72,,,6,,,"25,60 %","25,60",,"1,20",,,"60,46",,,"0,41 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,MAGE 1,ALVORADA,,54,,,5,,,"27,42 %","27,42",,"0,66",,,"82,06",,,"0,85 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,MAGE 2,ALVORADA,,164,,,17,,,"21,22 %","21,22",,"1,04",,,"157,20",,,"1,58 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,MANILHA,GMAP,,10,,,1,,,"-18,45 %","-18,45",,"0,08",,,"129,87",,,"0,05 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,MARACANA,ALVORADA,,107,,,22,,,"16,83 %","16,83",,"1,57",,,"68,07",,,"0,41 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,MARACANA,TORRE,,407,,,45,,,"26,65 %","26,65",,"2,85",,,"142,96",,,"1,04 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV IPA,MARIA DA GRACA,TORRE,,85,,,13,,,"23,01 %","23,01",,"0,85",,,"99,68",,,"0,08 %"
