Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,AMANTEIGADO-PETROLOIS,VALVERDE,PADRAO,131,88,"-32,98 %",14,11,"-21,43 %","38,53 %","43,09 %","4,56","1,34","0,87","-35,14 %","97,60","100,87","3,34 %","0,22 %","0,19 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,AMANTEIGADO-PETROLOIS,VILA DO JOAO,TORRE,520,101,"-80,63 %",101,16,"-84,16 %","32,02 %","39,59 %","7,57","10,85","1,74","-83,92 %","47,88","57,69","20,49 %","1,75 %","0,31 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,AGUA MINERAL,ALVORADA,12,32,"154,44 %",1,2,"100,00 %","30,12 %","32,74 %","2,61","0,04","0,17","366,67 %","349,72","190,68","-45,48 %","0,05 %","0,19 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ALCANTARA,GMAP,25,31,"26,04 %",2,2,"0,00 %","29,05 %","27,76 %","-1,29","1,05","0,21","-80,16 %","23,41","148,70","535,23 %","0,05 %","0,08 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,87,,"-100,00 %",7,,"-100,00 %","32,09 %",,"-32,09","1,06",,"-100,00 %","82,17",,"-100,00 %","0,39 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ANCHIETA,RAMIGOS,99,16,"-83,33 %",9,1,"-88,89 %","37,35 %","40,21 %","2,86","0,56","0,07","-87,23 %","176,84","230,86","30,55 %","0,16 %","0,03 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ARARUAMA 1,ALVORADA,131,64,"-51,13 %",11,4,"-63,64 %","31,81 %","29,74 %","-2,06","0,62","0,28","-55,24 %","211,48","230,88","9,17 %","0,31 %","0,23 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ARARUAMA 2,ALVORADA,78,48,"-38,45 %",6,3,"-50,00 %","33,11 %","29,91 %","-3,20","0,49","0,22","-54,63 %","160,57","217,81","35,65 %","0,35 %","0,30 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ARSENAL,ALVORADA,,16,,,1,,,"33,23 %","33,23",,"0,05",,,"303,81",,,"0,08 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ATERRADO - V.REDONDA,FLORESTA,,17,,,1,,,"32,30 %","32,30",,"0,17",,,"104,94",,,"0,05 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BACAXA - SAQUAREMA,ALVORADA,78,16,"-79,48 %",6,1,"-83,33 %","32,59 %","29,91 %","-2,67","0,18","0,05","-74,29 %","440,76","351,78","-20,19 %","0,24 %","0,06 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BANDEIRANTES S.GONCALO,GMAP,50,,"-100,00 %",4,,"-100,00 %","30,58 %",,"-30,58","0,22",,"-100,00 %","229,62",,"-100,00 %","0,17 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BANGU,GMAP,25,,"-100,00 %",2,,"-100,00 %","32,96 %",,"-32,96","0,13",,"-100,00 %","187,24",,"-100,00 %","0,08 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA DA TIJUCA,TORRE,71,129,"81,16 %",5,7,"40,00 %","35,35 %","39,65 %","4,29","0,15","0,21","40,57 %","473,41","610,11","28,88 %","0,20 %","0,37 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,84,90,"7,25 %",7,6,"-14,29 %","27,08 %","25,38 %","-1,71","0,26","0,49","93,84 %","328,77","181,90","-44,67 %","0,31 %","0,34 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,12,195,"1526,63 %",1,13,"1200,00 %","27,04 %","21,80 %","-5,24","0,04","1,41","3840,27 %","335,44","138,48","-58,72 %","0,04 %","0,82 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,24,45,"87,69 %",2,3,"50,00 %","28,73 %","25,63 %","-3,10","0,13","0,28","109,42 %","181,59","162,75","-10,38 %","0,07 %","0,16 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - CASCADURA,BARRA OESTE,84,45,"-46,37 %",7,3,"-57,14 %","26,98 %","26,68 %","-0,30","0,59","0,15","-74,93 %","141,90","303,55","113,92 %","0,22 %","0,16 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,84,30,"-64,25 %",7,2,"-71,43 %","27,26 %","29,13 %","1,87","1,09","0,04","-96,01 %","76,95","689,54","796,14 %","0,31 %","0,12 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - GUARATIBA,BARRA OESTE,36,15,"-58,29 %",3,1,"-66,67 %","31,11 %","25,41 %","-5,70","0,06","0,08","19,11 %","556,49","194,87","-64,98 %","0,11 %","0,05 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,84,15,"-82,12 %",7,1,"-85,71 %","27,90 %","25,38 %","-2,52","0,46","0,03","-92,72 %","183,03","449,70","145,69 %","0,17 %","0,03 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - RECREIO I,BARRA OESTE,60,30,"-49,95 %",5,2,"-60,00 %","27,66 %","23,80 %","-3,86","1,12","0,12","-89,06 %","53,41","244,28","357,33 %","0,20 %","0,12 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - RECREIO II,BARRA OESTE,24,30,"25,13 %",2,2,"0,00 %","26,85 %","25,37 %","-1,48","0,17","0,26","53,45 %","142,74","116,39","-18,46 %","0,10 %","0,13 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - RIACHUELO,BARRA OESTE,,30,,,2,,,"25,38 %","25,38",,"1,06",,,"28,40",,,"0,11 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - TANQUE,BARRA OESTE,109,,"-100,00 %",9,,"-100,00 %","27,86 %",,"-27,86","0,74",,"-100,00 %","147,02",,"-100,00 %","0,28 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRA OESTE - VIA PARQUE,BARRA OESTE,60,15,"-74,94 %",5,1,"-80,00 %","27,17 %","25,38 %","-1,79","0,24","0,17","-29,23 %","253,97","89,94","-64,59 %","0,27 %","0,10 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BARRETO,PADRAO,27,16,"-40,54 %",2,1,"-50,00 %","38,17 %","32,04 %","-6,13","0,23","0,03","-88,10 %","115,24","575,64","399,50 %","0,11 %","0,07 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BELFORD ROXO,TORRE,96,129,"34,01 %",6,7,"16,67 %","38,67 %","38,48 %","-0,19","0,85","0,64","-25,04 %","113,02","202,05","78,77 %","0,14 %","0,22 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BIG MARKET 1 - DEODORO,NDP,21,15,"-28,52 %",3,1,"-66,67 %","4,58 %","22,62 %","18,04","0,38","0,09","-76,19 %","54,92","164,89","200,23 %","0,15 %","0,15 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BIG MARKET 2 - STA MARGARIDA,NDP,70,,"-100,00 %",10,,"-100,00 %","4,56 %",,"-4,56","0,59",,"-100,00 %","118,97",,"-100,00 %","0,29 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BOTAFOGO,ALVORADA,39,48,"23,09 %",3,3,"0,00 %","32,59 %","29,91 %","-2,68","1,67","0,50","-70,10 %","23,38","96,26","311,69 %","0,16 %","0,24 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,BUZIOS,ALVORADA,,16,,,1,,,"29,91 %","29,91",,"0,08",,,"191,88",,,"0,07 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,39,48,"23,09 %",3,3,"0,00 %","32,59 %","30,00 %","-2,59","0,18","0,10","-45,27 %","214,14","481,65","124,92 %","0,09 %","0,14 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CABO FRIO 3 - JD ESPERANCA,ALVORADA,100,64,"-36,39 %",8,4,"-50,00 %","30,74 %","29,47 %","-1,27","0,36","0,65","78,56 %","273,82","97,55","-64,38 %","0,20 %","0,13 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CAMPO GRANDE,TORRE,128,239,"86,91 %",8,13,"62,50 %","38,83 %","41,81 %","2,98","0,21","0,60","192,20 %","621,17","397,33","-36,03 %","0,27 %","0,65 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CASIMIRO DE ABREU,ALVORADA,12,16,"27,22 %",1,1,"0,00 %","35,85 %","29,47 %","-6,37","0,25","0,20","-20,00 %","49,96","79,45","59,03 %","0,05 %","0,11 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CENTRO - B.MANSA,FLORESTA,27,,"-100,00 %",2,,"-100,00 %","34,19 %",,"-34,19","0,05",,"-100,00 %","505,02",,"-100,00 %","0,11 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CENTRO - RESENDE,FLORESTA,40,,"-100,00 %",3,,"-100,00 %","30,90 %",,"-30,90","0,22",,"-100,00 %","178,40",,"-100,00 %","0,20 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CENTRO - VALENCA,FLORESTA,,17,,,1,,,"36,39 %","36,39",,"0,10",,,"174,90",,,"0,06 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,CENTRO MARICA,GMAP,113,93,"-17,98 %",9,6,"-33,33 %","31,16 %","30,66 %","-0,50","0,23","0,21","-6,66 %","501,38","440,60","-12,12 %","0,13 %","0,12 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,COELHO DA ROCHA,TORRE,13,,"-100,00 %",1,,"-100,00 %","39,11 %",,"-39,11","0,25",,"-100,00 %","51,96",,"-100,00 %","0,04 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,COELHO NETO,GMAP,25,62,"146,07 %",2,4,"100,00 %","31,10 %","27,76 %","-3,33","0,11","0,34","207,21 %","224,58","179,88","-19,90 %","0,07 %","0,21 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,COLUBANDE,ALVORADA,40,,"-100,00 %",3,,"-100,00 %","35,30 %",,"-35,30","0,40",,"-100,00 %","98,92",,"-100,00 %","0,20 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,COPACABANA,ALVORADA,26,16,"-38,45 %",2,1,"-50,00 %","33,08 %","29,91 %","-3,16","0,26","1,00","287,30 %","100,62","15,99","-84,11 %","0,06 %","0,05 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,COSMOS,RAMIGOS,77,,"-100,00 %",7,,"-100,00 %","37,35 %",,"-37,35","2,06",,"-100,00 %","37,30",,"-100,00 %","0,15 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,DUQUE DE CAXIAS,GMAP,50,46,"-7,72 %",4,3,"-25,00 %","32,48 %","31,05 %","-1,42","0,23","0,09","-61,02 %","216,56","512,58","136,70 %","0,10 %","0,11 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,DUQUE DE CAXIAS,TORRE,161,204,"26,69 %",9,11,"22,22 %","40,69 %","41,05 %","0,36","0,27","0,57","115,45 %","602,50","354,28","-41,20 %","0,25 %","0,40 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ENGENHO DO MATO,PADRAO,13,16,"23,09 %",1,1,"0,00 %","35,57 %","32,28 %","-3,29","0,04","0,17","366,67 %","363,72","95,94","-73,62 %","0,06 %","0,09 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,FENIX - MERCADO MULTI PENHA,FENIX,,28,,,2,,,"26,85 %","26,85",,"0,03",,,"873,05",,,"0,17 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,FENIX - NOVA BRASILIA,FENIX,54,,"-100,00 %",6,,"-100,00 %","11,13 %",,"-11,13","1,15",,"-100,00 %","47,08",,"-100,00 %","0,37 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,FONSECA,PADRAO,104,49,"-52,76 %",8,3,"-62,50 %","38,74 %","37,32 %","-1,42","2,04","0,37","-82,04 %","50,91","133,88","162,98 %","0,27 %","0,12 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,FREGUESIA,TORRE,45,111,"147,23 %",3,6,"100,00 %","37,79 %","45,47 %","7,68","0,24","0,29","20,47 %","186,29","382,32","105,22 %","0,16 %","0,39 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,GA - FRAGOSO,RAMIGOS,60,,"-100,00 %",5,,"-100,00 %","27,05 %",,"-27,05","1,61",,"-100,00 %","37,18",,"-100,00 %","0,23 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,GA - PIABETA (INHOMIRIM),RAMIGOS,72,32,"-55,51 %",6,2,"-66,67 %","27,05 %","31,03 %","3,98","0,35","0,05","-85,05 %","204,14","607,62","197,65 %","0,11 %","0,06 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,IGUABA GRANDE,ALVORADA,26,64,"146,19 %",2,4,"100,00 %","32,59 %","29,91 %","-2,67","0,13","0,14","5,38 %","202,41","472,87","133,62 %","0,05 %","0,16 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,INHAUMA,PADRAO,40,,"-100,00 %",3,,"-100,00 %","40,20 %",,"-40,20","0,26",,"-100,00 %","155,02",,"-100,00 %","0,16 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,INOA,ALVORADA,78,32,"-58,97 %",6,2,"-66,67 %","32,87 %","30,51 %","-2,36","0,06","0,29","366,27 %","1271,94","111,93","-91,20 %","0,12 %","0,06 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ITABORAI - CENTRO ,ALVORADA,63,32,"-49,50 %",7,2,"-71,43 %","26,70 %","29,47 %","2,78","0,70","1,00","42,98 %","89,97","31,78","-64,68 %","0,23 %","0,17 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ITABORAI 1,ALVORADA,,32,,,2,,,"29,47 %","29,47",,"0,26",,,"121,14",,,"0,09 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,ITAIPU,PADRAO,13,48,"269,28 %",1,3,"200,00 %","36,21 %","33,90 %","-2,30","0,01","0,29","3173,53 %","1480,86","167,05","-88,72 %","0,04 %","0,17 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,JARDIM CATARINA,ALVORADA,12,,"-100,00 %",1,,"-100,00 %","30,87 %",,"-30,87","0,33",,"-100,00 %","37,47",,"-100,00 %","0,05 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,JARDIM REDENTOR,RAMIGOS,28,16,"-40,17 %",4,1,"-75,00 %","0,07 %","32,48 %","32,41","0,26","0,01","-94,60 %","105,71","1170,79","1007,50 %","0,05 %","0,04 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,LARGO DA BATALHA,PADRAO,39,96,"146,19 %",3,6,"100,00 %","37,16 %","35,88 %","-1,29","0,25","0,47","83,31 %","153,39","206,01","34,30 %","0,06 %","0,16 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,LOTE XV,PADRAO,39,96,"146,19 %",3,6,"100,00 %","38,74 %","34,77 %","-3,97","0,21","0,43","105,41 %","186,25","223,22","19,85 %","0,06 %","0,17 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MACAE 2 - GLÓRIA,ALVORADA,91,64,"-29,66 %",7,4,"-42,86 %","32,59 %","30,74 %","-1,85","0,33","0,64","94,32 %","277,95","100,61","-63,80 %","0,33 %","0,32 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MAGE 1,ALVORADA,12,,"-100,00 %",1,,"-100,00 %","30,02 %",,"-30,02","0,11",,"-100,00 %","112,41",,"-100,00 %","0,06 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MAGE 2,ALVORADA,38,47,"24,97 %",3,5,"66,67 %","31,67 %","26,34 %","-5,32","0,14","0,53","271,49 %","266,69","89,71","-66,36 %","0,10 %","0,15 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MARACANA,ALVORADA,13,76,"481,52 %",1,4,"300,00 %","32,93 %","40,65 %","7,73","0,50","0,12","-75,28 %","25,98","611,13","2252,32 %","0,05 %","0,34 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MARACANA,TORRE,212,299,"41,18 %",14,16,"14,29 %","36,51 %","41,71 %","5,20","1,89","1,57","-17,02 %","111,89","190,38","70,14 %","0,61 %","0,91 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MARIA DA GRACA,TORRE,109,169,"54,90 %",7,9,"28,57 %","37,83 %","39,68 %","1,85","0,20","2,38","1102,33 %","549,77","70,83","-87,12 %","0,16 %","0,24 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MARICÁ,ALVORADA,62,25,"-59,36 %",5,2,"-60,00 %","30,74 %","28,61 %","-2,13","0,80","0,19","-76,01 %","78,47","132,94","69,42 %","0,29 %","0,18 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MARICA - CORDEIRINHO,ALVORADA,39,32,"-17,94 %",3,2,"-33,33 %","33,41 %","32,82 %","-0,59","0,11","0,01","-91,19 %","357,09","3325,92","831,40 %","0,18 %","0,18 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MERCK,TORRE,64,56,"-12,63 %",4,3,"-25,00 %","40,18 %","42,24 %","2,05","0,28","0,16","-42,82 %","225,69","344,84","52,79 %","0,15 %","0,18 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,MESQUITA,PADRAO,39,80,"105,16 %",3,5,"66,67 %","39,52 %","35,87 %","-3,66","0,18","0,58","216,50 %","211,72","137,24","-35,18 %","0,07 %","0,20 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,NDP - NILOPOLIS ,NDP,26,15,"-40,72 %",2,1,"-50,00 %","32,67 %","35,93 %","3,27","1,06","0,25","-76,39 %","24,52","61,56","151,08 %","0,07 %","0,05 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,NOVA AMERICA,PADRAO,13,16,"23,09 %",1,1,"0,00 %","38,97 %","33,87 %","-5,10","1,00","0,04","-95,83 %","12,99","383,76","2854,27 %","0,05 %","0,06 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,NOVA CIDADE,ALVORADA,50,16,"-68,19 %",4,1,"-75,00 %","30,14 %","29,48 %","-0,66","1,46","0,20","-86,29 %","34,26","79,45","131,91 %","0,19 %","0,08 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,NOVA FRIBURGO,GMAP,201,93,"-53,86 %",16,6,"-62,50 %","31,10 %","30,35 %","-0,76","2,73","0,28","-89,67 %","73,70","329,28","346,79 %","0,31 %","0,19 %"
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,NOVA IGUACU,PADRAO,13,,"-100,00 %",1,,"-100,00 %","38,74 %",,"-38,74","0,01",,"-100,00 %","1350,96",,"-100,00 %","0,03 %",
MERCEARIA,BISCOITO-TORRADA-BATATA,BISCOITOS DOCE,BISCOITO CHAMPANHE,NOVA IGUACU,TORRE,263,297,"12,86 %",17,16,"-5,88 %","38,06 %","41,36 %","3,30","1,97","1,45","-26,62 %","133,49","205,32","53,81 %","0,68 %","0,80 %"
